Date,Product,Units Sold,Revenue,Cost,Region,Transportation Cost,Salesperson,Source File
2022-03-02,Capacitor Can Ø85mm,853,42139.96,27555.9,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-03-02,Capacitor Can Ø90mm,842,42544.73,26088.43,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-03-02,Capacitor Can Ø136.4mm,422,20847.48,13197.48,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø85mm,558,27667.39,20518.59,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø90mm,588,32182.35,20291.98,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø136.4mm,839,45649.01,29488.19,Bangalore,1000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø85mm,704,35631.45,24052.78,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø90mm,850,30529.08,20399.91,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø136.4mm,711,27356.65,17590.21,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø85mm,425,24636.4,16576.04,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø90mm,344,12381.73,8039.69,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø136.4mm,366,20217.97,12244.19,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø85mm,574,23464.01,15212.61,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø90mm,538,24554.13,16615.84,Bangalore,1000,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø136.4mm,729,40561.35,26664.41,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø85mm,658,23529.98,14887.63,Chennai,3500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø90mm,601,32878.82,23214.12,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø136.4mm,812,34254.52,23129.65,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø85mm,647,23448.29,17302.88,Faridabad,7000,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø90mm,492,24808.65,15778.45,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø136.4mm,886,34841.48,20956.93,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-09-28,Capacitor Can Ø85mm,495,21288.57,14286.69,Hosur,2000,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-09-28,Capacitor Can Ø90mm,487,17646.1,12654.21,Chennai,3500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-09-28,Capacitor Can Ø136.4mm,550,18964.49,11517.06,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-10-28,Capacitor Can Ø85mm,815,34115.83,22112.03,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-10-28,Capacitor Can Ø90mm,749,31170.86,21473.94,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-10-28,Capacitor Can Ø136.4mm,585,22010.41,15357.91,Chennai,3500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-11-27,Capacitor Can Ø85mm,762,35968.2,23370.77,Bangalore,1000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-11-27,Capacitor Can Ø90mm,806,30327.32,19850.51,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-11-27,Capacitor Can Ø136.4mm,735,30035.14,20001.31,Chennai,3500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-01,Capacitor Can Ø85mm,834,45575.38,27803.42,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-01,Capacitor Can Ø90mm,681,27029.03,19121.11,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-01,Capacitor Can Ø136.4mm,664,36176.08,25830.83,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-31,Capacitor Can Ø85mm,738,26481.68,16852.25,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-31,Capacitor Can Ø90mm,620,32822.09,21575.93,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-31,Capacitor Can Ø136.4mm,884,51185.29,36012.75,Bangalore,1000,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-03-02,Capacitor Can Ø85mm,466,17699.74,13148.03,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-03-02,Capacitor Can Ø90mm,775,30485.64,19284.58,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-03-02,Capacitor Can Ø136.4mm,351,17160.29,11141.24,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø85mm,761,27508.27,17330.76,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø90mm,614,20368.82,13937.86,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-04-01,Capacitor Can Ø136.4mm,853,34864.04,23382.32,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø85mm,697,25184.67,17002.11,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø90mm,864,39227.04,27191.43,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-01,Capacitor Can Ø136.4mm,379,15569.95,11412.55,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø85mm,399,14612.62,9713.7,Chennai,3500,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø90mm,672,27199.65,19597.65,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-05-31,Capacitor Can Ø136.4mm,825,43665.81,30085.32,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø85mm,713,24821.15,15687.99,Hosur,2000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø90mm,815,39557.55,25800.97,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-06-30,Capacitor Can Ø136.4mm,810,37723.26,23874.03,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø85mm,716,31699.62,21039.8,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø90mm,518,22476.34,14683.92,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-07-30,Capacitor Can Ø136.4mm,440,21965.44,15500.49,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø85mm,602,22181.58,15572.83,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø90mm,350,20068.51,12813.63,Pune,4500,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-08-29,Capacitor Can Ø136.4mm,342,13906.42,9042.9,Hosur,2000,Priya,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-09-28,Capacitor Can Ø85mm,620,25160.83,17809.14,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Capacitor_Cans.csv
2022-01-01,Threaded Impact Can,517,23793.53,14954.64,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Tall Ribbed Can,350,17040.06,10582.34,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Deep Drawn Cylinder,527,20535.27,14711.86,Bangalore,1000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Side Opening Can,725,28838.71,20645.44,Bangalore,1000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Disc End Plug,749,40414.64,28550.35,Chennai,3500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Mount Flange Can,650,24507.92,15265.4,Hosur,2000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Curved Shoulder Can,509,22161.83,14326.97,Hosur,2000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Rounded Base Can,734,32098.63,19482.42,Pune,4500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Threaded Impact Can,775,33725.1,20805.24,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Tall Ribbed Can,831,38865.44,27009.3,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Deep Drawn Cylinder,743,28698.63,18350.42,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Side Opening Can,839,44314.36,29549.45,Bangalore,1000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Disc End Plug,293,12859.08,8513.07,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Mount Flange Can,406,16547.55,11721.44,Faridabad,7000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Curved Shoulder Can,722,32862.6,22442.56,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-31,Rounded Base Can,719,37950.04,24147.39,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Threaded Impact Can,788,27199.66,16766.74,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Tall Ribbed Can,645,18787.79,12904.61,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Deep Drawn Cylinder,844,26931.14,18160.36,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Side Opening Can,745,27067.34,17481.73,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Disc End Plug,725,31270.32,19024.24,Hosur,2000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Mount Flange Can,494,16453.5,10704.72,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Curved Shoulder Can,367,14336.73,9697.78,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-03-02,Rounded Base Can,266,14119.17,9528.1,Hosur,2000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Threaded Impact Can,287,9331.24,6195.95,Bangalore,1000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Tall Ribbed Can,632,23410.88,15767.6,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Deep Drawn Cylinder,395,16935.74,12592.33,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Side Opening Can,325,13748.55,9298.04,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Disc End Plug,344,15424.36,10574.37,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Mount Flange Can,475,17601.01,10975.62,Pune,4500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Curved Shoulder Can,404,14220.4,9300.8,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-04-01,Rounded Base Can,735,34491.3,24545.93,Hosur,2000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Threaded Impact Can,376,18921.63,12580.07,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Tall Ribbed Can,426,20051.86,14186.41,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Deep Drawn Cylinder,393,13216.75,9501.64,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Side Opening Can,726,36821.08,25696.05,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Disc End Plug,231,10519.16,7021.35,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Mount Flange Can,756,28100.7,18422.19,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Curved Shoulder Can,433,14888.01,9597.39,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-01,Rounded Base Can,635,28462.73,17624.15,Bangalore,1000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Threaded Impact Can,339,12698.06,8863.74,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Tall Ribbed Can,808,36698.0,24406.58,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Deep Drawn Cylinder,332,13445.98,9704.94,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Side Opening Can,756,25591.35,16855.78,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Disc End Plug,801,25543.78,17850.56,Hosur,2000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Mount Flange Can,380,20416.16,13151.66,Faridabad,7000,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Curved Shoulder Can,255,11362.08,8208.16,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-05-31,Rounded Base Can,558,26184.68,18931.67,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Threaded Impact Can,462,19180.08,12650.24,Hosur,2000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Tall Ribbed Can,259,13513.56,10116.37,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Deep Drawn Cylinder,414,14354.6,8768.25,Chennai,3500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Side Opening Can,649,23336.37,16811.79,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Disc End Plug,701,23079.74,14344.53,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Mount Flange Can,537,15653.43,10589.03,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Curved Shoulder Can,473,21062.62,14974.39,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-06-30,Rounded Base Can,503,18387.91,11834.56,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Threaded Impact Can,822,27785.5,18358.68,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Tall Ribbed Can,597,22662.85,14914.71,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Deep Drawn Cylinder,760,24669.05,16051.73,Faridabad,7000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Side Opening Can,732,30407.52,20130.02,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Disc End Plug,257,11861.53,8622.56,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Mount Flange Can,843,38232.83,27363.81,Hosur,2000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Curved Shoulder Can,251,10582.79,7153.47,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-07-30,Rounded Base Can,207,7574.1,4867.14,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Threaded Impact Can,381,13476.89,9098.23,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Tall Ribbed Can,440,20517.83,13955.59,Pune,4500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Deep Drawn Cylinder,819,44096.87,27832.96,Faridabad,7000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Side Opening Can,616,25518.23,16780.33,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Disc End Plug,437,17233.38,12778.18,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Mount Flange Can,664,30799.16,19165.89,Bangalore,1000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Curved Shoulder Can,228,10975.36,8103.4,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-08-29,Rounded Base Can,601,19097.08,14218.43,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Threaded Impact Can,371,15480.7,10461.08,Chennai,3500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Tall Ribbed Can,739,22537.48,13546.45,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Deep Drawn Cylinder,603,23910.57,17166.58,Chennai,3500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Side Opening Can,373,18886.2,12911.31,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Disc End Plug,241,11832.66,8145.52,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Mount Flange Can,567,24331.41,17780.07,Pune,4500,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Curved Shoulder Can,653,33034.44,20038.01,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-09-28,Rounded Base Can,664,26681.12,19982.28,Hosur,2000,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Threaded Impact Can,400,16249.87,12001.04,Pune,4500,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Tall Ribbed Can,329,13775.43,9842.3,Hosur,2000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Deep Drawn Cylinder,478,23197.95,15681.84,Pune,4500,Karan,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Side Opening Can,293,10751.7,7587.39,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Disc End Plug,596,29089.73,18162.36,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Mount Flange Can,500,18446.32,11176.98,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Curved Shoulder Can,598,31695.72,21932.59,Pune,4500,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-10-28,Rounded Base Can,360,13451.21,9894.57,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Threaded Impact Can,208,7128.56,5211.53,Hosur,2000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Tall Ribbed Can,433,18336.57,13443.59,Bangalore,1000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Deep Drawn Cylinder,469,17551.89,13020.58,Faridabad,7000,Ravi,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Side Opening Can,687,31646.11,22919.5,Chennai,3500,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Disc End Plug,546,21485.67,15757.88,Faridabad,7000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Mount Flange Can,771,38901.16,23810.08,Faridabad,7000,Priya,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Curved Shoulder Can,779,32241.67,23660.01,Bangalore,1000,Sunita,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-11-27,Rounded Base Can,706,29745.76,19317.95,Bangalore,1000,Amit,SmartSalesAI_2022_Aluminium_Impacts_Parts.csv
2022-01-01,Copper Cylindrical Shaft,642,34687.03,21812.26,Chennai,3500,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Threaded Copper Plug,903,52631.84,31667.3,Bangalore,1000,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Flat Tab Connector,517,31797.41,21956.65,Hosur,2000,Arjun,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Small Circular Base,797,33268.07,21714.83,Bangalore,1000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Round Plug Disc,610,28593.74,20745.99,Faridabad,7000,Arjun,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Slotted Housing,851,33629.15,23613.85,Chennai,3500,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Hex Nut Style Part,899,40020.44,26463.3,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Steel Cone Head,507,27695.55,19404.28,Bangalore,1000,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Flat Collar Ring,706,41255.18,30000.91,Faridabad,7000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-01,Dual Bore Disc,689,39757.61,26325.62,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Copper Cylindrical Shaft,513,19000.28,12899.04,Faridabad,7000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Threaded Copper Plug,276,13071.58,8815.41,Faridabad,7000,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Flat Tab Connector,660,33972.85,23903.75,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Small Circular Base,609,37615.35,27676.06,Bangalore,1000,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Round Plug Disc,907,57866.61,36379.22,Hosur,2000,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Slotted Housing,862,33459.31,21103.78,Pune,4500,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Hex Nut Style Part,712,39503.98,28080.43,Faridabad,7000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Steel Cone Head,497,23552.5,15138.11,Chennai,3500,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Flat Collar Ring,532,22810.71,16079.5,Hosur,2000,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-01-31,Dual Bore Disc,571,22606.84,15685.9,Chennai,3500,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Copper Cylindrical Shaft,829,45959.35,34363.41,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Threaded Copper Plug,568,24904.32,16884.85,Bangalore,1000,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Flat Tab Connector,781,29832.84,20589.32,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Small Circular Base,624,30345.57,20315.23,Chennai,3500,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Round Plug Disc,925,36859.04,24826.92,Faridabad,7000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Slotted Housing,935,45501.29,27314.33,Chennai,3500,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Hex Nut Style Part,899,47640.35,29840.87,Hosur,2000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Steel Cone Head,550,26595.51,19463.19,Bangalore,1000,Arjun,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Flat Collar Ring,912,51527.51,33270.49,Faridabad,7000,Arjun,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-03-02,Dual Bore Disc,738,37353.16,22733.5,Bangalore,1000,Nikhil,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Copper Cylindrical Shaft,605,33047.93,24207.23,Pune,4500,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Threaded Copper Plug,908,37203.49,27556.4,Chennai,3500,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Flat Tab Connector,288,12841.36,8754.53,Pune,4500,Rohit,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Small Circular Base,549,23339.08,14116.53,Faridabad,7000,Kavya,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Round Plug Disc,484,27180.43,19880.6,Hosur,2000,Arjun,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
2022-04-01,Slotted Housing,883,53809.08,35242.8,Bangalore,1000,Meera,SmartSalesAI_2022_ColdForged_Parts_200rows.csv
